Country,Region,AltitudeAvg,Year,Owner,Species,Variety,ProcessingMethod,NumberOfBags,BagWeight,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Sweetness,Moisture,TotalScore,Color,QualityCategory
Ethiopia,oromia,1600,2014,debesa agro industry plc,Arabica,Unknown,Natural / Dry,320,60,7.67,7.75,7.5,7.58,7.75,7.67,10,10,0.1,83.5,Unknown,MODERATE
Colombia,huila,0,2014,federacion nacional de cafeteros,Arabica,Unknown,Washed / Wet,275,2,7.67,7.42,7.67,7.83,7.58,7.67,10,10,0,83.5,Unknown,MODERATE
Colombia,huila,1850,2014,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,275,70,8,7.58,7.25,7.58,7.92,7.58,10,10,0.11,83.5,Green,MODERATE
Brazil,vale da grama,0,2014,bourbon specialty coffees,Arabica,Yellow Bourbon,Semi-washed / Semi-pulped,300,60,7.33,7.83,7.75,7.5,7.42,7.83,10,10,0.12,83.42,Green,MODERATE
"Tanzania, United Republic Of",karatu northern,1600,2014,ngila estate ltd,Arabica,Bourbon,Washed / Wet,39,60,7.75,7.67,7.58,7.67,7.58,7.58,10,10,0.13,83.42,Green,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,250,69,7.67,7.75,7.5,7.83,7.58,7.5,10,10,0.1,83.42,Green,MODERATE
"Tanzania, United Republic Of",arusha,1700,2014,afca,Arabica,Other,Semi-washed / Semi-pulped,10,60,7.75,7.58,7.67,7.58,7.58,7.58,10,10,0.12,83.33,Green,MODERATE
Costa Rica,san ramon,1300,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,7.67,7.67,7.42,7.67,7.67,7.67,10,10,0.12,83.33,Green,MODERATE
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,12,45.3592,7.83,7.58,7.83,7.67,7.92,8,9.33,9.33,0.11,83.33,Bluish-Green,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Caturra,Washed / Wet,26,69,7.5,7.67,7.58,7.67,7.67,7.5,10,10,0.1,83.25,Green,MODERATE
Kenya,kenya,250,2014,taylor winch (coffee) ltd.,Arabica,SL28,Washed / Wet,300,2,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,0.1,83.17,Bluish-Green,MODERATE
Thailand,thailand,800,2014,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.67,7.58,7.58,7.75,7.42,7.67,10,10,0.12,83.17,Bluish-Green,MODERATE
"Tanzania, United Republic Of",mbinga,1653,2014,tutunze kahawa ltd,Arabica,Other,Washed / Wet,180,60,7.58,7.67,7.67,7.58,7.42,7.58,10,10,0.13,83.17,Bluish-Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,232,70,7.58,7.5,7.5,7.67,7.5,7.67,10,10,0,83.17,Unknown,MODERATE
Uganda,eastern,1800,2014,kabum trading company,Arabica,SL14,Washed / Wet,84,60,8,7.67,7.5,7.42,7.33,7.58,10,10,0.1,83.17,Bluish-Green,MODERATE
Colombia,Unknown,0,2014,cafe politico,Arabica,Unknown,Washed / Wet,1,1.814368,7.58,7.75,7.5,7.58,7.58,7.58,10,10,0.11,83.17,Green,MODERATE
Guatemala,san marcos,1524,2014,juan luis alvarado romero,Arabica,Catuai,Washed / Wet,200,69,7.33,7.83,7.17,8.17,7.33,7.67,10,10,0.09,83.17,Green,MODERATE
"Tanzania, United Republic Of",kilimanjaro,1800,2014,balam hinyula,Arabica,Bourbon,Washed / Wet,300,1,7.58,7.5,7.58,7.75,7.58,7.58,10,10,0.12,83.17,Green,MODERATE
Costa Rica,central valley,1300,2014,eric thormaehlen,Arabica,Catuai,Washed / Wet,250,1,7.83,7.33,7.5,7.67,7.58,7.67,10,10,0.1,83.08,Green,MODERATE
Vietnam,vietnam cau dat,1550,2014,"sunvirtue co., ltd.",Arabica,Caturra,Other,2,2,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,0,83,Green,MODERATE
Brazil,high mogiana,1000,2014,irene alves santos,Arabica,Catuai,Natural / Dry,305,2,7.67,7.67,7.67,7.5,7.42,7.5,10,10,0,83,Green,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,26,69,7.67,7.67,7.42,7.83,7.5,7.5,10,10,0.1,83,Green,MODERATE
Philippines,asia pacific,1600,2014,zarah zamora perez,Arabica,Other,Washed / Wet,4,2,8.08,7.5,7.67,7.42,7.33,7.5,10,10,0,82.92,Bluish-Green,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.75,7.5,7.42,7.58,7.67,7.5,10,10,0.1,82.92,Green,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Caturra,Natural / Dry,26,69,7.67,7.83,7.42,7.5,7.33,7.5,10,10,0.1,82.92,Green,MODERATE
Vietnam,vietnam tutra,1040,2014,"sunvirtue co., ltd.",Arabica,Other,Other,3,2,7.25,7.58,7.5,7.42,7.75,7.42,10,10,0.11,82.83,Green,MODERATE
Colombia,huila,1600,2014,essencecoffee,Arabica,Other,Washed / Wet,100,24,7.83,7.67,7.5,7.58,7.5,7.67,10,10,0,82.83,Unknown,MODERATE
United States,berastagi,1200,2014,joshua marsceau,Arabica,Other,Other,300,60,7.42,7.58,7.25,7.5,7.75,7.75,10,10,0,82.83,Unknown,MODERATE
Guatemala,antigua,1500,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.67,7.67,7.75,7.67,7.42,7.17,10,10,0.1,82.83,Green,MODERATE
Colombia,huila,1775,2014,racafe & cia s.c.a,Arabica,Caturra,Washed / Wet,250,70,7.5,7.58,7.58,7.75,7.33,7.5,10,10,0,82.75,Blue-Green,MODERATE
Malawi,mzuzu,1442,2014,afca,Arabica,Gesha,Washed / Wet,29,60,7.75,7.58,7.42,7.5,7.33,7.5,10,10,0.12,82.75,Bluish-Green,MODERATE
Guatemala,jalapa,1524,2014,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,250,69,7.75,7.42,7.25,7.75,7.5,7.67,10,10,0.13,82.75,Green,MODERATE
Colombia,huila,165,2014,coffee export,Arabica,Typica,Washed / Wet,275,1,7.67,7.42,7.42,7.58,7.33,7.67,10,10,0.12,82.75,Green,MODERATE
Brazil,monte carmelo,0,2014,bourbon specialty coffees,Arabica,Catuai,Natural / Dry,300,60,7.33,7.5,7.58,7.58,7.67,7.5,10,10,0.12,82.67,Unknown,MODERATE
"Tanzania, United Republic Of",karatu arusha,1700,2014,nitin coffee estate,Arabica,Other,Washed / Wet,93,60,7.5,7.5,7.5,7.5,7.5,7.58,10,10,0.12,82.67,Green,MODERATE
"Tanzania, United Republic Of",mbinga,1550,2014,taylor winch (t) ltd,Arabica,Bourbon,Washed / Wet,77,60,7.58,7.5,7.5,7.58,7.33,7.58,10,10,0.12,82.67,Green,MODERATE
Mexico,la yerba,1296,2014,productos y servicios chilindron s.a. de c.v.,Arabica,Typica,Natural / Dry,11,1,7.67,7.58,7.42,7.5,7.42,7.5,10,10,0.11,82.67,Green,MODERATE
Thailand,thailand,800,2014,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.75,7.33,7.42,7.67,7.42,7.5,10,10,0.12,82.58,Green,MODERATE
"Tanzania, United Republic Of",ikand village,1317,2014,tembo coffee company ltd,Arabica,Other,Washed / Wet,10,60,7.75,7.42,7.33,7.5,7.58,7.5,10,10,0.12,82.58,Unknown,MODERATE
Mexico,veracruz,0,2014,dane loraas,Arabica,Unknown,Washed / Wet,320,2.26796,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,0,82.58,Green,MODERATE
Thailand,thailand,800,2014,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,0.12,82.5,Green,MODERATE
"Tanzania, United Republic Of",karatu arusha,1600,2014,shah plantations,Arabica,Other,Washed / Wet,37,60,7.67,7.42,7.33,7.58,7.5,7.5,10,10,0.12,82.5,Green,MODERATE
"Tanzania, United Republic Of",moshi,0,2014,amkeni gourmet coffee group,Arabica,Other,Washed / Wet,5,60,7.75,7,7.42,7.58,7.58,7.58,10,10,0.12,82.5,Bluish-Green,MODERATE
Mexico,la yerba,1296,2014,productos y servicios chilindron s.a. de c.v.,Arabica,Typica,Washed / Wet,10,1,7.42,7.5,7.42,7.58,7.42,7.5,10,10,0.11,82.42,Green,MODERATE
Malawi,mzuzu,1450,2014,afca,Arabica,Gesha,Washed / Wet,10,60,7.33,7.58,7.42,7.58,7.33,7.5,10,10,0.12,82.33,Green,MODERATE
Guatemala,jalapa,1524,2014,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,250,69,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,0.12,82.33,Green,MODERATE
Mexico,veracruz,0,2014,dane loraas,Arabica,Unknown,Washed / Wet,320,2.26796,7.33,7.58,7.42,7.5,7.5,7.5,10,10,0.11,82.33,Green,MODERATE
Malawi,mzuzu,1180,2014,afca,Arabica,Gesha,Washed / Wet,10,60,7.58,7.42,7.33,7.42,7.58,7.5,10,10,0.13,82.25,Blue-Green,MODERATE
Thailand,thailand,800,2014,doi tung development project,Arabica,Unknown,Washed / Wet,1,1,7.42,7.42,7.17,7.75,7.25,7.67,10,10,0.12,82.17,Bluish-Green,MODERATE
Guatemala,atitlan,1500,2014,essencecoffee,Arabica,Bourbon,Washed / Wet,250,69,7.42,7.42,7.5,7.5,7.42,7.5,10,10,0.09,82.17,Blue-Green,MODERATE
Brazil,cerrado,0,2014,bourbon specialty coffees,Arabica,Mundo Novo,Natural / Dry,300,60,7.58,7.5,7.42,7.25,7.5,7.42,10,10,0.12,82.17,Green,MODERATE
"Tanzania, United Republic Of","ilomba vilage, mbozi",1700,2014,tembo coffee company ltd,Arabica,Other,Washed / Wet,10,60,7.75,7.42,7.42,7.58,7.33,7.42,10,10,0.12,82.17,Green,MODERATE
"Tanzania, United Republic Of",kilimanjaro,1500,2014,balam hinyula,Arabica,Bourbon,Washed / Wet,300,2,7.42,7.33,7.42,7.42,7.5,7.58,10,10,0.12,82.08,Green,MODERATE
"Tanzania, United Republic Of",ngorogoro,1600,2014,ngorogoro convenant estate,Arabica,Other,Washed / Wet,1,60,7.42,7.5,7.5,7.33,7.33,7.5,10,10,0.12,82.08,Green,MODERATE
"Tanzania, United Republic Of",meru,1350,2014,finca estate,Arabica,Other,Washed / Wet,1,60,7.42,7.42,7.33,7.58,7.33,7.42,10,10,0.12,82,Green,MODERATE
Malawi,mzuzu,2500,2014,afca,Arabica,Gesha,Washed / Wet,16,60,7.5,7.42,7.33,7.58,7.33,7.5,10,10,0.13,82,Bluish-Green,MODERATE
Honduras,occidental,1400,2014,beneficio santa rosa,Arabica,Caturra,Washed / Wet,275,69,7.33,7.33,7.33,7.5,7.5,7.83,10,10,0.11,82,Green,MODERATE
"Tanzania, United Republic Of",mbeya,1877,2014,mcomafa co ltd,Arabica,Other,Washed / Wet,114,60,7.33,7.33,7.33,7.42,7.5,7.58,10,10,0.12,81.92,Green,MODERATE
Zambia,mubuyu estate,1250,2014,lusso lab,Arabica,SL28,Washed / Wet,13,2,7.67,7.08,7.42,7.33,7.75,7.42,10,10,0,81.92,Unknown,MODERATE
Indonesia,lington nihuta,1300,2014,essencecoffee,Arabica,Typica,Other,300,10,7.42,7.42,7.42,7.33,7.42,7.42,10,10,0.11,81.83,None,MODERATE
Malawi,kakoma,1556,2014,afca,Arabica,Gesha,Washed / Wet,24,60,7.58,7.42,7.33,7.33,7.33,7.42,10,10,0.13,81.83,Green,MODERATE
Honduras,comayagua,1350,2014,Unknown,Arabica,Caturra,Natural / Dry,275,1,7.5,7.5,7.33,7.33,7.33,7.33,10,10,0.1,81.83,Green,MODERATE
Mexico,"siltepec el triunfo, chiapas, mexico",1550,2014,kurt kappeli,Arabica,Typica,Washed / Wet,280,2,7.42,7.42,7.25,7.5,7.33,7.42,10,10,0.11,81.83,Green,MODERATE
Vietnam,vietnam,1040,2014,"sunvirtue co., ltd.",Arabica,Caturra,Washed / Wet,1,2,7,7.08,7.33,7.5,7.5,7.33,10,10,0.12,81.75,Bluish-Green,MODERATE
"Tanzania, United Republic Of",ngorogoro,1600,2014,ngorogoro convenant estate,Arabica,Other,Washed / Wet,1,60,7.42,7.42,7.42,7.42,7.33,7.33,10,10,0.12,81.75,Bluish-Green,MODERATE
"Tanzania, United Republic Of",mbinga,1500,2014,dae ltd company,Arabica,Other,Washed / Wet,20,60,7.42,7.33,7.25,7.42,7.5,7.42,10,10,0.12,81.67,Green,MODERATE
Honduras,comayagua,1400,2014,Unknown,Arabica,Caturra,Natural / Dry,275,1,7.5,7.33,7.5,7.5,7.17,7.17,10,10,0.1,81.67,Green,MODERATE
Mexico,veracruz,0,2014,dane loraas,Arabica,Unknown,Washed / Wet,320,2.26796,7.42,7.42,7.67,8,7.58,7.5,9.33,10,0,81.67,Green,MODERATE
"Tanzania, United Republic Of","oldeani , mongola",1800,2014,acacia hills ltd,Arabica,Other,Washed / Wet,100,60,7.42,7.42,7.33,7.42,7.42,7.33,10,10,0.12,81.58,Green,MODERATE
Malawi,mzuzu,1100,2014,afca,Arabica,Gesha,Washed / Wet,10,60,7.42,7.42,7.17,7.58,7.33,7.33,10,10,0.13,81.58,Green,MODERATE
Costa Rica,occidental,1200,2014,santa laura exportadora de cafe s.l.e.c. s.a.,Arabica,Caturra,Washed / Wet,250,1,7.83,7.33,7.08,7.08,7.33,7.5,10,10,0.12,81.5,Green,MODERATE
Malawi,mzuzu,1599,2014,afca,Arabica,Gesha,Washed / Wet,15,60,7.67,7.42,6.92,7.5,7.5,7.17,10,10,0.12,81.5,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,250,69,7.5,7.42,7.17,7.58,7.25,7.42,10,10,0.12,81.5,Green,MODERATE
Malawi,mzuzu,1422,2014,afca,Arabica,Gesha,Washed / Wet,12,60,7.58,7.17,7.33,7.42,7.08,7.42,10,10,0.12,81.42,Bluish-Green,MODERATE
Guatemala,"san lucas toliman, solola",1550,2014,juan luis alvarado romero,Arabica,Bourbon,Washed / Wet,250,69,7.42,7.5,7.17,7.42,7.42,7.42,10,10,0.1,81.42,Green,MODERATE
Mexico,siltepec el triunfo,1550,2014,kurt kappeli,Arabica,Typica,Washed / Wet,280,2,7.67,7.33,7.25,7.17,7.25,7.42,10,10,0,81.42,Green,MODERATE
Philippines,"davao city, region 11",1400,2014,victoria,Arabica,Other,Washed / Wet,2,2,7.08,7.33,7.42,7.33,7.33,7.5,10,10,0.14,81.33,Green,MODERATE
Malawi,mzuzu,1200,2014,afca,Arabica,Gesha,Washed / Wet,31,60,7.75,7.33,7.08,7.33,7.33,7.25,10,10,0.13,81.33,Green,MODERATE
Honduras,san marcos,1450,2014,mayra yessenia torres,Arabica,Catuai,Washed / Wet,275,1,7.33,7.33,7.17,7.33,7.5,7.33,10,10,0.12,81.33,Green,MODERATE
Guatemala,huehuetenango,1700,2014,essencecoffee,Arabica,Pacamara,Washed / Wet,36,24.94756,7.33,7.42,7.17,7.25,7.42,7.33,10,10,0.09,81.25,Bluish-Green,MODERATE
"Tanzania, United Republic Of",karatu ngorogoro,1700,2014,shangrilla estate ltd,Arabica,Other,Washed / Wet,100,60,7.33,7.17,7.17,7.5,7.25,7.42,10,10,0.13,81.25,Green,MODERATE
Philippines,corillera administrative,1200,2014,victoria,Arabica,Typica,Natural / Dry,2,2,7.25,7.25,7.25,7.08,7.58,7.5,10,10,0,81.17,None,MODERATE
"Tanzania, United Republic Of",mbinga,1550,2014,taylor winch (t) ltd,Arabica,Bourbon,Washed / Wet,320,60,7.58,7.17,7.17,7.33,7.33,7.25,10,10,0.12,81.17,Bluish-Green,MODERATE
Malawi,southern- zomba,995,2014,afca,Arabica,Caturra,Washed / Wet,300,60,7.58,7.25,7.33,7.08,7.33,7.33,10,10,0.12,81.17,Green,MODERATE
Costa Rica,central valley,1300,2014,eric thormaehlen,Arabica,Catuai,Washed / Wet,250,1,7.33,7.08,7.33,7.25,7.33,7.58,10,10,0.11,81.17,Green,MODERATE
United States,central america,1706,2014,wali ali,Arabica,Pache Comun,Natural / Dry,1,2.26796,7.42,7.17,7.33,7.42,7.25,7.33,10,10,0,81.08,Unknown,MODERATE
"Tanzania, United Republic Of","iwala village, mbeya rural",1456,2014,taylor winch (t) ltd,Arabica,Other,Washed / Wet,54,60,7.42,7.33,7.33,7.25,7.25,7.33,10,10,0.13,81.08,Green,MODERATE
Costa Rica,naranjo,1500,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1,7.42,7.25,7.17,7.25,7.25,7.58,10,10,0.13,81.08,Green,MODERATE
Honduras,san marcos,1350,2014,mayra yessenia torres,Arabica,Caturra,Natural / Dry,275,18975,7.42,7.25,7.25,7.33,7.25,7.17,10,10,0.12,81,Green,MODERATE
Brazil,cerrado,0,2014,bourbon specialty coffees,Arabica,Mundo Novo,Natural / Dry,300,60,7.67,7.75,7.83,7.75,7.83,7.75,10,10,0.12,81,Green,MODERATE
"Tanzania, United Republic Of",arusha,1525,2014,mlimani ngarashi,Arabica,Other,Washed / Wet,1,60,7.33,7.33,7.08,7.42,7.17,7.33,10,10,0.12,81,Green,MODERATE
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,7,45.3592,7.42,7.08,7.17,7.17,7.58,7.25,10,10,0.1,80.92,Bluish-Green,MODERATE
"Tanzania, United Republic Of","manyara, karatu",1700,2014,karatu estate,Arabica,Other,Washed / Wet,250,60,7.33,7.17,7.17,7.25,7.42,7.33,10,10,0.12,80.92,Green,MODERATE
Guatemala,jalapa,1524,2014,juan luis alvarado romero,Arabica,Pacas,Washed / Wet,250,69,7.58,7.42,6.92,7.5,7.25,7.17,10,10,0.12,80.92,Green,MODERATE
Panama,boquete,1680,2014,essencecoffee,Arabica,Caturra,Other,100,60,7.25,7.33,7.17,7.33,7.33,7.17,10,10,0.11,80.75,Green,MODERATE
Costa Rica,san ramon,1300,2014,the coffee source inc.,Arabica,Caturra,Washed / Wet,250,1.360776,7.33,7.33,7.25,7.25,7.17,7.17,10,10,0.11,80.75,Green,MODERATE
Malawi,southern- zomba,995,2014,afca,Arabica,Caturra,Washed / Wet,100,60,7.5,7.25,7.17,7.17,7.25,7.17,10,10,0.12,80.67,Bluish-Green,MODERATE
Mexico,"el desmoronado, talpan de allende jalisco",1200,2014,cafe de don balbino s.c. de r.l. de c.v.,Arabica,Typica,Washed / Wet,20,1,7.25,7.17,7.17,7.25,7.17,7.42,10,10,0.12,80.67,Green,MODERATE
"Tanzania, United Republic Of",arusha,1400,2014,burka coffee estate,Arabica,Other,Washed / Wet,10,60,7.25,7.08,7.08,7.33,7.33,7.25,10,10,0.12,80.58,Bluish-Green,MODERATE
Honduras,occidental,1400,2014,beneficio santa rosa,Arabica,Caturra,Washed / Wet,275,69,7.5,7.17,7,7.42,7.33,7,10,10,0.11,80.58,Green,MODERATE
Guatemala,huehuetenango,1383,2014,juan luis alvarado romero,Arabica,Bourbon,Natural / Dry,275,69,7.17,7.42,6.83,7.5,7.17,7.25,10,10,0.11,80.58,Green,MODERATE
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,275,69,7.5,7.17,6.83,7.5,7.17,7.17,10,10,0.11,80.5,Green,MODERATE
"Tanzania, United Republic Of",arusha,0,2014,kongoni estate,Arabica,Other,Washed / Wet,1,60,7.25,7.17,7.25,7.25,7.25,7.08,10,10,0.12,80.33,Bluish-Green,MODERATE
Myanmar,ywar ngan,4287,2014,u htun htun,Arabica,Catuai,Natural / Dry,1,2,7.42,7,7.08,7,7.17,7.33,10,10,0,80.25,Green,MODERATE
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,2,45.3592,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,0.12,80.25,Green,MODERATE
Mexico,"sierra fraylesca, chiapas",1400,2014,kurt kappeli,Arabica,Typica,Washed / Wet,280,2,7.58,7.75,7.42,7.5,7.5,7.5,8.67,10,0,80,Green,MODERATE
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,12,100,7.5,7,7,6.92,7.33,7.17,10,10,0.11,79.92,Green,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,275,69,7.25,7.33,6.83,7,7,7.17,10,10,0.1,79.42,Green,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,250,69,7.33,7.17,6.58,7.42,7.08,6.83,10,10,0.12,79,Green,LOW
Honduras,intibuca,1350,2014,cafes finos de exportacion s de r.l.,Arabica,Pacas,Washed / Wet,275,2,7,7,7,7,7,7,10,10,0.11,79,Green,LOW
Nicaragua,Unknown,0,2014,"exportadora atlantic, s.a.",Arabica,Unknown,Natural / Dry,275,2,6.83,7.08,6.92,6.75,7.25,7.08,10,10,0.11,78.58,Green,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,250,69,7.33,7.17,6.92,7.58,7.25,7.17,8.67,10,0.12,78.58,Green,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,5,45.3592,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.67,0.1,78.33,Bluish-Green,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,275,69,7.17,6.5,6.67,7,7.17,7.17,10,10,0.1,78.33,Green,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,18,45.3592,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,0.11,78.25,Green,LOW
Honduras,intibuca,1350,2014,cafes finos de exportacion s de r.l.,Arabica,Pacas,Natural / Dry,275,2,6.83,7,6.67,7,7,6.83,10,10,0.11,78,Green,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,5,45.3592,7.58,7.33,7.5,7.42,7.5,7.33,8,9.33,0.12,78,Green,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,275,69,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,0.1,78,Green,LOW
Costa Rica,occidental,1200,2014,santa laura exportadora de cafe s.l.e.c. s.a.,Arabica,Caturra,Washed / Wet,250,1,7.5,7.25,7.42,7,7.08,6.83,8.67,10,0.12,77.92,Green,LOW
Brazil,Unknown,0,2014,cafe politico,Arabica,Unknown,Washed / Wet,1,2.26796,7,6.75,6.67,6.83,7.08,6.83,10,10,0.11,77.83,Unknown,LOW
Guatemala,oriente,1219,2014,juan luis alvarado romero,Arabica,Other,Washed / Wet,275,69,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,0.1,77.33,Green,LOW
Peru,san ignacio,1200,2014,andrew bowman,Arabica,Caturra,Washed / Wet,275,2,7.42,7.75,7.42,7.67,7.92,7.83,8.67,9.33,0,77,Green,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,2,45.3592,7.25,7.08,6.83,7.17,7.33,6.83,8.67,9.33,0,76.25,Green,LOW
Honduras,intibuca,1350,2014,cafes finos de exportacion s de r.l.,Arabica,Pacas,Natural / Dry,275,2,6.83,6.83,6.67,6.83,7,6.83,9.33,10,0.11,76,Green,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,3,45.3592,7.5,7.25,7,7.25,7.42,7.33,8,6.67,0,74.42,Blue-Green,LOW
Honduras,intibuca,1350,2014,cafes finos de exportacion s de r.l.,Arabica,Pacas,Washed / Wet,275,2,7,7.17,6.83,7.17,7,7.17,8,8,0.11,73.42,Green,LOW
Mexico,sierra alta mixe y zapoteca,1200,2014,kurt kappeli,Arabica,Typica,Washed / Wet,280,69,7.08,7.08,6.92,7.08,6.92,6.92,8,8,0,72.92,Unknown,LOW
United States,kona,0,2014,eileen koyanagi,Arabica,Hawaiian Kona,Natural / Dry,11,45.3592,6.92,6.92,6.92,7.5,7.58,7.17,6.67,9.33,0.11,72.58,Green,LOW
Costa Rica,occidental,1200,2014,santa laura exportadora de cafe s.l.e.c. s.a.,Arabica,Caturra,Washed / Wet,250,1,6.33,6.5,6.33,6.83,6.33,6.5,10,10,0.11,71.75,Green,LOW
Mexico,"sierra norte yajalon, chiapas",1000,2014,kurt kappeli,Arabica,Typica,Washed / Wet,280,2,6.92,7,6.83,6.92,7.42,6.92,6,10,0.12,70.75,Green,LOW
Honduras,marcala,1450,2014,cadexsa,Arabica,Catuai,Washed / Wet,275,1,6.67,6.5,6.17,6.67,6.83,6.17,8,8,0.1,69.33,Green,LOW
Honduras,marcala,1450,2014,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7,6.17,6.17,6.67,6.5,6.17,8,8,0.1,69.17,Green,LOW
Honduras,marcala,1450,2014,cadexsa,Arabica,Catuai,Washed / Wet,275,1,7,6.33,6.17,6.5,6.67,6.17,8,8,0.1,69.17,Green,LOW
India,chikmagalur,750,2014,andrew hetzel,Robusta,Unknown,Unknown,320,2,7.67,7.75,7.83,7.83,7.92,7.75,10,8,0,82.58,Green,MODERATE
Uganda,western,1100,2014,ugacof,Robusta,Unknown,Unknown,320,60,7.67,7.83,7.83,7.83,7.92,7.75,10,7.75,0.12,82.42,Green,MODERATE
Uganda,iganga namadrope eastern,1095,2014,ugacof,Robusta,Unknown,Unknown,320,60,7.58,7.92,7.75,7.83,7.5,7.67,10,7.67,0.12,81.75,Green,MODERATE
India,chikmagalur,750,2014,andrew hetzel,Robusta,Unknown,Unknown,100,2,7.58,7.58,7.67,7.58,7.67,7.67,10,7.5,0,81.58,Green,MODERATE
Uganda,south western,1488,2014,ankole coffee producers coop,Robusta,Unknown,Unknown,320,60,8,7.67,7.75,7.5,7.67,7.58,10,7.58,0.12,81.5,Green,MODERATE
India,chikmagalur,750,2014,andrew hetzel,Robusta,Unknown,Unknown,100,2,7.67,7.67,7.5,7.33,7.58,7.5,10,7.42,0,80.17,Bluish-Green,MODERATE
United States,"kwanza norte province, angola",795,2014,james moore,Robusta,Unknown,Natural / Dry,1,1,7.33,7.33,7.17,7.42,7.5,7.17,9.33,7.42,0,77.17,Unknown,LOW
China,yunnan,1450,2015,yunnan coffee exchange,Arabica,Catimor,Washed / Wet,3,60,8.42,8.25,8.08,8.17,7.92,8,10,10,0.1,87.25,Green,HIGH
Ethiopia,oromia,1900,2015,assefa belay coffee producer,Arabica,Other,Natural / Dry,320,60,7.83,8,7.83,7.92,7.83,8.08,10,10,0.12,85.5,Green,HIGH
Ethiopia,oromia,1900,2015,assefa belay coffee producer,Arabica,Unknown,Washed / Wet,320,60,7.75,7.83,7.83,8.17,7.92,7.83,10,10,0.1,85.42,Green,HIGH
China,yunnan,1700,2015,yunnan coffee exchange,Arabica,Catimor,Natural / Dry,3,60,8,8,8,7.83,7.83,7.75,10,10,0.1,85.33,Green,HIGH
Colombia,santander,1550,2015,exportadora de cafe condor s.a,Arabica,Caturra,Washed / Wet,275,70,8.17,7.92,7.83,8,7.58,7.83,10,10,0.11,85.25,Green,HIGH
Colombia,pasto,2560,2015,carcafe ltda ci,Arabica,Caturra,Natural / Dry,250,70,8.17,7.83,7.58,8.08,8,7.75,10,10,0,85.08,Unknown,HIGH
Kenya,Unknown,1,2015,simon mahinda,Arabica,Unknown,Washed / Wet,170,60,8.17,7.83,7.92,7.75,7.67,7.83,10,10,0.11,85,Green,HIGH
